------ Microcontroller Engine Governor ------- Microcontroller Engine Governor - Version: 1.16 ------
-------------------------------------------------------------
PID Gains:        Kp: 0.020000   Ki: 0.000000   Kd: 8.000000
-------------------------------------------------------------
Set RPM:             3600    |  Min RPM:                300
                             |
RPM Precision        2       |  PID I Precision:         202
                             |
Start Steps:         850     |  Max Steps:               1200
                             |
RPM Calc Interval:   1       |  Num Magnets:             1
                             |
LCD Update Interval: 400     |  Serial Update Interval:  50
-------------------------------------------------------------

Time,RPM,Steps Remaining, PID p, PID i, PID d, RPM Change
8424,3717.47,0,-2,0,0,-34.68
8474,3692.76,0,-1,0,0,14.60
8524,3752.81,0,-3,0,0,-38.10
8574,3729.49,0,-2,0,0,23.33
8624,3732.27,0,-2,0,0,-20.32
8674,3723.01,0,-2,0,0,22.31
8724,3648.75,0,0,0,0,19.63
8774,3630.20,0,0,0,0,33.70
8824,3629.32,0,0,0,0,-32.20
8875,3563.79,0,0,0,0,32.47
8925,3620.56,0,0,0,0,-36.34
8975,3597.12,0,0,0,0,33.08
9025,3584.23,0,0,0,0,-38.13
9075,3582.52,0,0,0,0,1.71
9125,3601.44,0,0,0,0,16.36
9175,3577.39,0,0,0,0,24.05
9225,3611.85,0,0,0,0,-25.05
9275,3526.09,0,1,0,0,29.25
9325,3536.90,0,1,0,0,-42.03
9375,3520.30,0,1,0,0,19.10
9425,3565.49,0,0,0,0,-25.25
9475,3573.13,0,0,0,0,23.13
9525,3630.20,0,0,0,0,-44.26
9575,3606.64,0,0,0,0,22.69
9625,3581.66,0,0,0,0,15.46
9675,3511.24,0,1,0,0,15.69
9725,3585.09,0,0,0,0,-49.85
9775,3562.95,0,0,0,0,29.01
9825,3567.18,0,0,0,0,-22.76
9875,3576.54,0,0,0,0,29.23
9925,3591.09,0,0,0,0,6.03
9975,3595.40,0,0,0,0,15.58
10025,3644.31,0,0,0,0,-37.68
10075,3616.20,0,0,0,0,9.62
10125,3645.20,0,0,0,0,-24.64
10175,3624.94,0,0,0,0,19.38
10225,3630.20,0,0,0,0,-34.81
10275,3658.54,0,-1,0,0,-85.41
10326,3645.20,0,0,0,0,-29.87
10376,3597.12,0,0,0,0,36.60
10426,3629.32,0,0,0,0,-33.93
10476,3595.40,0,0,0,0,19.93
10526,3643.43,0,0,0,0,-37.66
10576,3625.82,0,0,0,0,18.50
10626,3654.08,0,-1,0,0,-33.52
10676,3610.11,0,0,0,0,34.21
10726,3630.20,0,0,0,0,-44.26
10776,3614.46,0,0,0,0,28.97
10826,3600.58,0,0,0,0,35.53
10876,3586.80,0,0,0,0,33.76
10926,3610.11,0,0,0,0,-40.38
10976,3586.80,0,0,0,0,24.18
11026,3618.82,0,0,0,0,-31.16
11076,3609.24,0,0,0,0,20.09
11126,3644.31,0,0,0,0,-37.68
11176,3606.64,0,0,0,0,17.43
11226,3527.75,0,1,0,0,25.91
11276,3536.90,0,1,0,0,28.58
11326,3536.07,0,1,0,0,18.43
11376,3520.30,0,1,0,0,28.32
11426,3566.33,0,0,0,0,-40.24
11476,3557.87,0,0,0,0,27.21
11526,3577.39,0,0,0,0,31.85
11576,3587.66,0,0,0,0,114.22
11626,3582.52,0,0,0,0,114.80
11676,3619.69,0,0,0,0,51.38
11726,3597.12,0,0,0,0,102.93
11776,3649.63,0,0,0,0,119.21
11826,3610.98,0,0,0,0,52.03
11876,3620.56,0,0,0,0,39.76
11926,3629.32,0,0,0,0,121.61
11976,3557.87,0,0,0,0,345.33
12026,3748.13,-1,-2,0,0,-189.41
12076,3648.75,0,0,0,0,25.02
12126,3663.90,0,-1,0,0,-34.57
12176,3587.66,0,0,0,0,28.54
12226,3620.56,0,0,0,0,-32.91
12276,3592.81,0,0,0,0,17.29
12326,3610.98,0,0,0,0,-37.85
12376,3597.12,0,0,0,0,33.08
12426,3634.60,0,0,0,0,-20.14
12476,3563.79,0,0,0,0,20.44
12526,3601.44,0,0,0,0,24.88
12576,3577.39,0,0,0,0,24.05
12626,3536.90,0,1,0,0,15.92
12676,3673.77,0,-1,0,0,58.50
12726,3577.39,0,0,0,0,25.78
12776,3619.69,0,0,0,0,-38.03
12826,3619.69,0,0,0,0,37.95
12876,3601.44,0,-1,0,0,-34.54
12926,3586.80,0,0,0,0,60.17
12976,3645.20,0,0,0,0,2.66
13026,3597.12,0,0,0,0,22.57
13076,3596.26,0,0,0,0,14.72
13126,3597.12,0,0,0,0,105.67
13176,3634.60,0,0,0,0,-28.83
13227,3610.11,0,0,0,0,44.86
13277,3634.60,0,0,0,0,75.51
13327,3573.13,0,0,0,0,195.71
